4  !number of header lines including this one
The data for W, Nr, Kab, Kw, Kdm and H2O_abko were taken from "dataSpec_P4.m"
The data for Ks and H2O_refr have been interpolated from "OPTCOEFF.DAT"
W	Nr	Kdm	Kab	Kw	Ks	H2O_refr	H2O_abko	
2001  !number of spectral bands
1.348	1.401060	2.820E+00	0.000E+00	3.150E+00	0.000000	1.322964	3.150E+00	
1.349	1.401000	2.840E+00	0.000E+00	3.180E+00	0.000000	1.322972	3.180E+00	
1.350	1.400780	2.870E+00	0.000E+00	3.230E+00	0.000000	1.322980	3.230E+00	
1.351	1.400690	2.880E+00	0.000E+00	3.270E+00	0.000000	1.322993	3.270E+00	
1.352	1.400450	2.900E+00	0.000E+00	3.320E+00	0.000000	1.323006	3.320E+00	
1.353	1.400220	2.920E+00	0.000E+00	3.360E+00	0.000000	1.323019	3.360E+00	
1.354	1.400050	2.940E+00	0.000E+00	3.410E+00	0.000000	1.323032	3.410E+00	
1.355	1.400260	2.950E+00	0.000E+00	3.450E+00	0.000000	1.323045	3.450E+00	
1.356	1.400440	2.970E+00	0.000E+00	3.500E+00	0.000000	1.323058	3.500E+00	
1.357	1.400910	2.980E+00	0.000E+00	3.540E+00	0.000000	1.323071	3.540E+00	
1.358	1.401150	2.980E+00	0.000E+00	3.600E+00	0.000000	1.323084	3.600E+00	
1.359	1.401480	2.940E+00	0.000E+00	3.650E+00	0.000000	1.323097	3.650E+00	
1.360	1.401620	2.890E+00	0.000E+00	3.700E+00	0.000000	1.323110	3.700E+00	
1.361	1.401510	2.860E+00	0.000E+00	3.750E+00	0.000000	1.323095	3.750E+00	
1.362	1.401030	2.880E+00	0.000E+00	3.800E+00	0.000000	1.323080	3.800E+00	
1.363	1.400220	2.890E+00	0.000E+00	3.870E+00	0.000000	1.323065	3.870E+00	
1.364	1.399640	2.890E+00	0.000E+00	3.930E+00	0.000000	1.323050	3.930E+00	
1.365	1.399230	2.890E+00	0.000E+00	3.990E+00	0.000000	1.323035	3.990E+00	
1.366	1.398870	2.900E+00	0.000E+00	4.060E+00	0.000000	1.323020	4.060E+00	
1.367	1.399210	2.890E+00	0.000E+00	4.130E+00	0.000000	1.323005	4.130E+00	
1.368	1.399450	2.880E+00	0.000E+00	4.220E+00	0.000000	1.322990	4.220E+00	
1.369	1.399740	2.900E+00	0.000E+00	4.300E+00	0.000000	1.322975	4.300E+00	
1.370	1.400030	2.930E+00	0.000E+00	4.390E+00	0.000000	1.322960	4.390E+00	
1.371	1.400040	2.970E+00	0.000E+00	4.500E+00	0.000000	1.322909	4.500E+00	
1.372	1.400000	3.010E+00	0.000E+00	4.630E+00	0.000000	1.322858	4.630E+00	
1.373	1.400320	3.050E+00	0.000E+00	4.740E+00	0.000000	1.322807	4.740E+00	
1.374	1.400170	3.080E+00	0.000E+00	4.900E+00	0.000000	1.322756	4.900E+00	
1.375	1.399870	3.110E+00	0.000E+00	5.090E+00	0.000000	1.322705	5.090E+00	
1.376	1.400220	3.130E+00	0.000E+00	5.260E+00	0.000000	1.322654	5.260E+00	
1.377	1.400460	3.130E+00	0.000E+00	5.480E+00	0.000000	1.322603	5.480E+00	
1.378	1.400840	3.100E+00	0.000E+00	5.720E+00	0.000000	1.322552	5.720E+00	
1.379	1.400940	3.050E+00	0.000E+00	6.010E+00	0.000000	1.322501	6.010E+00	
1.380	1.401890	2.980E+00	0.000E+00	6.240E+00	0.000000	1.322450	6.240E+00	
1.381	1.401510	2.940E+00	0.000E+00	6.580E+00	0.000000	1.322408	6.580E+00	
1.382	1.401030	2.920E+00	0.000E+00	6.930E+00	0.000000	1.322366	6.930E+00	
1.383	1.400060	2.930E+00	0.000E+00	7.310E+00	0.000000	1.322324	7.310E+00	
1.384	1.400110	2.950E+00	0.000E+00	7.630E+00	0.000000	1.322282	7.630E+00	
1.385	1.398800	2.980E+00	0.000E+00	8.090E+00	0.000000	1.322240	8.090E+00	
1.386	1.397830	3.030E+00	0.000E+00	8.550E+00	0.000000	1.322198	8.550E+00	
1.387	1.397120	3.050E+00	0.000E+00	9.030E+00	0.000000	1.322156	9.030E+00	
1.388	1.395990	3.070E+00	0.000E+00	9.590E+00	0.000000	1.322114	9.590E+00	
1.389	1.396760	3.090E+00	0.000E+00	1.000E+01	0.000000	1.322072	1.000E+01	
1.390	1.395780	3.100E+00	0.000E+00	1.060E+01	0.000000	1.322030	1.060E+01	
1.391	1.395500	3.090E+00	0.000E+00	1.120E+01	0.000000	1.322027	1.120E+01	
1.392	1.395210	3.090E+00	0.000E+00	1.180E+01	0.000000	1.322024	1.180E+01	
1.393	1.395360	3.080E+00	0.000E+00	1.250E+01	0.000000	1.322021	1.250E+01	
1.394	1.394530	3.090E+00	0.000E+00	1.320E+01	0.000000	1.322018	1.320E+01	
1.395	1.395990	3.070E+00	0.000E+00	1.370E+01	0.000000	1.322015	1.370E+01	
1.396	1.396080	3.070E+00	0.000E+00	1.430E+01	0.000000	1.322012	1.430E+01	
1.397	1.395000	3.070E+00	0.000E+00	1.510E+01	0.000000	1.322009	1.510E+01	
1.398	1.394610	3.070E+00	0.000E+00	1.580E+01	0.000000	1.322006	1.580E+01	
1.399	1.394200	3.090E+00	0.000E+00	1.650E+01	0.000000	1.322003	1.650E+01	
1.400	1.393850	3.090E+00	0.000E+00	1.710E+01	0.000000	1.322000	1.710E+01	
1.401	1.393560	3.110E+00	0.000E+00	1.780E+01	0.000000	1.321990	1.780E+01	
1.402	1.392650	3.140E+00	0.000E+00	1.850E+01	0.000000	1.321980	1.850E+01	
1.403	1.392640	3.150E+00	0.000E+00	1.920E+01	0.000000	1.321970	1.920E+01	
1.404	1.393000	3.160E+00	0.000E+00	1.980E+01	0.000000	1.321960	1.980E+01	
1.405	1.394320	3.190E+00	0.000E+00	2.030E+01	0.000000	1.321950	2.030E+01	
1.406	1.394360	3.230E+00	0.000E+00	2.090E+01	0.000000	1.321940	2.090E+01	
1.407	1.394440	3.270E+00	0.000E+00	2.150E+01	0.000000	1.321930	2.150E+01	
1.408	1.394370	3.300E+00	0.000E+00	2.200E+01	0.000000	1.321920	2.200E+01	
1.409	1.393690	3.360E+00	0.000E+00	2.260E+01	0.000000	1.321910	2.260E+01	
1.410	1.393320	3.420E+00	0.000E+00	2.310E+01	0.000000	1.321900	2.310E+01	
1.411	1.393450	3.480E+00	0.000E+00	2.360E+01	0.000000	1.321854	2.360E+01	
1.412	1.393410	3.530E+00	0.000E+00	2.410E+01	0.000000	1.321808	2.410E+01	
1.413	1.393500	3.580E+00	0.000E+00	2.450E+01	0.000000	1.321762	2.450E+01	
1.414	1.393350	3.630E+00	0.000E+00	2.490E+01	0.000000	1.321716	2.490E+01	
1.415	1.393110	3.710E+00	0.000E+00	2.530E+01	0.000000	1.321670	2.530E+01	
1.416	1.392850	3.780E+00	0.000E+00	2.570E+01	0.000000	1.321624	2.570E+01	
1.417	1.392550	3.850E+00	0.000E+00	2.610E+01	0.000000	1.321578	2.610E+01	
1.418	1.392020	3.930E+00	0.000E+00	2.640E+01	0.000000	1.321532	2.640E+01	
1.419	1.391770	3.990E+00	0.000E+00	2.670E+01	0.000000	1.321486	2.670E+01	
1.420	1.391540	4.070E+00	0.000E+00	2.700E+01	0.000000	1.321440	2.700E+01	
1.421	1.391050	4.160E+00	0.000E+00	2.730E+01	0.000000	1.321398	2.730E+01	
1.422	1.390450	4.240E+00	0.000E+00	2.760E+01	0.000000	1.321356	2.760E+01	
1.423	1.389820	4.320E+00	0.000E+00	2.780E+01	0.000000	1.321314	2.780E+01	
1.424	1.389200	4.400E+00	0.000E+00	2.810E+01	0.000000	1.321272	2.810E+01	
1.425	1.387980	4.480E+00	0.000E+00	2.830E+01	0.000000	1.321230	2.830E+01	
1.426	1.387220	4.560E+00	0.000E+00	2.860E+01	0.000000	1.321188	2.860E+01	
1.427	1.386490	4.640E+00	0.000E+00	2.870E+01	0.000000	1.321146	2.870E+01	
1.428	1.385850	4.710E+00	0.000E+00	2.890E+01	0.000000	1.321104	2.890E+01	
1.429	1.385200	4.780E+00	0.000E+00	2.910E+01	0.000000	1.321062	2.910E+01	
1.430	1.384360	4.850E+00	0.000E+00	2.930E+01	0.000000	1.321020	2.930E+01	
1.431	1.383840	4.910E+00	0.000E+00	2.940E+01	0.000000	1.321015	2.940E+01	
1.432	1.382950	4.970E+00	0.000E+00	2.960E+01	0.000000	1.321010	2.960E+01	
1.433	1.382270	5.030E+00	0.000E+00	2.970E+01	0.000000	1.321005	2.970E+01	
1.434	1.381000	5.070E+00	0.000E+00	2.980E+01	0.000000	1.321000	2.980E+01	
1.435	1.380150	5.130E+00	0.000E+00	2.990E+01	0.000000	1.320995	2.990E+01	
1.436	1.379390	5.180E+00	0.000E+00	3.000E+01	0.000000	1.320990	3.000E+01	
1.437	1.378470	5.220E+00	0.000E+00	3.010E+01	0.000000	1.320985	3.010E+01	
1.438	1.377650	5.270E+00	0.000E+00	3.020E+01	0.000000	1.320980	3.020E+01	
1.439	1.377120	5.320E+00	0.000E+00	3.030E+01	0.000000	1.320975	3.030E+01	
1.440	1.376490	5.360E+00	0.000E+00	3.040E+01	0.000000	1.320970	3.040E+01	
1.441	1.375810	5.400E+00	0.000E+00	3.040E+01	0.000000	1.320983	3.040E+01	
1.442	1.375110	5.440E+00	0.000E+00	3.050E+01	0.000000	1.320996	3.050E+01	
1.443	1.374290	5.460E+00	0.000E+00	3.050E+01	0.000000	1.321009	3.050E+01	
1.444	1.373340	5.480E+00	0.000E+00	3.050E+01	0.000000	1.321022	3.050E+01	
1.445	1.372540	5.500E+00	0.000E+00	3.050E+01	0.000000	1.321035	3.050E+01	
1.446	1.371690	5.520E+00	0.000E+00	3.060E+01	0.000000	1.321048	3.060E+01	
1.447	1.371090	5.550E+00	0.000E+00	3.060E+01	0.000000	1.321061	3.060E+01	
1.448	1.370690	5.560E+00	0.000E+00	3.060E+01	0.000000	1.321074	3.060E+01	
1.449	1.370310	5.580E+00	0.000E+00	3.060E+01	0.000000	1.321087	3.060E+01	
1.450	1.370020	5.580E+00	0.000E+00	3.050E+01	0.000000	1.321100	3.050E+01	
1.451	1.369980	5.600E+00	0.000E+00	3.050E+01	0.000000	1.321107	3.050E+01	
1.452	1.369710	5.610E+00	0.000E+00	3.050E+01	0.000000	1.321114	3.050E+01	
1.453	1.369190	5.640E+00	0.000E+00	3.040E+01	0.000000	1.321121	3.040E+01	
1.454	1.368530	5.650E+00	0.000E+00	3.040E+01	0.000000	1.321128	3.040E+01	
1.455	1.368020	5.680E+00	0.000E+00	3.040E+01	0.000000	1.321135	3.040E+01	
1.456	1.367540	5.680E+00	0.000E+00	3.030E+01	0.000000	1.321142	3.030E+01	
1.457	1.367020	5.690E+00	0.000E+00	3.020E+01	0.000000	1.321149	3.020E+01	
1.458	1.366730	5.680E+00	0.000E+00	3.010E+01	0.000000	1.321156	3.010E+01	
1.459	1.366220	5.690E+00	0.000E+00	3.010E+01	0.000000	1.321163	3.010E+01	
1.460	1.365700	5.710E+00	0.000E+00	3.000E+01	0.000000	1.321170	3.000E+01	
1.461	1.365890	5.720E+00	0.000E+00	2.980E+01	0.000000	1.321153	2.980E+01	
1.462	1.365850	5.720E+00	0.000E+00	2.970E+01	0.000000	1.321136	2.970E+01	
1.463	1.365600	5.720E+00	0.000E+00	2.960E+01	0.000000	1.321119	2.960E+01	
1.464	1.365640	5.730E+00	0.000E+00	2.940E+01	0.000000	1.321102	2.940E+01	
1.465	1.365390	5.740E+00	0.000E+00	2.920E+01	0.000000	1.321085	2.920E+01	
1.466	1.364990	5.740E+00	0.000E+00	2.900E+01	0.000000	1.321068	2.900E+01	
1.467	1.365300	5.750E+00	0.000E+00	2.870E+01	0.000000	1.321051	2.870E+01	
1.468	1.365150	5.750E+00	0.000E+00	2.850E+01	0.000000	1.321034	2.850E+01	
1.469	1.364910	5.740E+00	0.000E+00	2.830E+01	0.000000	1.321017	2.830E+01	
1.470	1.365050	5.760E+00	0.000E+00	2.800E+01	0.000000	1.321000	2.800E+01	
1.471	1.364620	5.770E+00	0.000E+00	2.780E+01	0.000000	1.320956	2.780E+01	
1.472	1.364150	5.780E+00	0.000E+00	2.750E+01	0.000000	1.320912	2.750E+01	
1.473	1.364440	5.790E+00	0.000E+00	2.720E+01	0.000000	1.320868	2.720E+01	
1.474	1.364000	5.800E+00	0.000E+00	2.700E+01	0.000000	1.320824	2.700E+01	
1.475	1.364460	5.810E+00	0.000E+00	2.660E+01	0.000000	1.320780	2.660E+01	
1.476	1.364300	5.810E+00	0.000E+00	2.640E+01	0.000000	1.320736	2.640E+01	
1.477	1.364390	5.820E+00	0.000E+00	2.610E+01	0.000000	1.320692	2.610E+01	
1.478	1.364720	5.830E+00	0.000E+00	2.580E+01	0.000000	1.320648	2.580E+01	
1.479	1.364630	5.820E+00	0.000E+00	2.560E+01	0.000000	1.320604	2.560E+01	
1.480	1.364940	5.830E+00	0.000E+00	2.520E+01	0.000000	1.320560	2.520E+01	
1.481	1.364380	5.850E+00	0.000E+00	2.500E+01	0.000000	1.320516	2.500E+01	
1.482	1.364100	5.880E+00	0.000E+00	2.470E+01	0.000000	1.320472	2.470E+01	
1.483	1.363540	5.900E+00	0.000E+00	2.440E+01	0.000000	1.320428	2.440E+01	
1.484	1.363560	5.910E+00	0.000E+00	2.410E+01	0.000000	1.320384	2.410E+01	
1.485	1.363310	5.920E+00	0.000E+00	2.390E+01	0.000000	1.320340	2.390E+01	
1.486	1.363080	5.940E+00	0.000E+00	2.360E+01	0.000000	1.320296	2.360E+01	
1.487	1.363500	5.960E+00	0.000E+00	2.330E+01	0.000000	1.320252	2.330E+01	
1.488	1.363480	5.960E+00	0.000E+00	2.310E+01	0.000000	1.320208	2.310E+01	
1.489	1.364280	5.970E+00	0.000E+00	2.270E+01	0.000000	1.320164	2.270E+01	
1.490	1.364200	5.980E+00	0.000E+00	2.250E+01	0.000000	1.320120	2.250E+01	
1.491	1.364650	5.990E+00	0.000E+00	2.220E+01	0.000000	1.320107	2.220E+01	
1.492	1.364330	5.990E+00	0.000E+00	2.190E+01	0.000000	1.320094	2.190E+01	
1.493	1.364220	6.020E+00	0.000E+00	2.160E+01	0.000000	1.320081	2.160E+01	
1.494	1.363670	6.010E+00	0.000E+00	2.140E+01	0.000000	1.320068	2.140E+01	
1.495	1.363970	6.030E+00	0.000E+00	2.110E+01	0.000000	1.320055	2.110E+01	
1.496	1.363830	6.010E+00	0.000E+00	2.080E+01	0.000000	1.320042	2.080E+01	
1.497	1.363970	6.020E+00	0.000E+00	2.050E+01	0.000000	1.320029	2.050E+01	
1.498	1.364030	6.020E+00	0.000E+00	2.030E+01	0.000000	1.320016	2.030E+01	
1.499	1.364000	6.030E+00	0.000E+00	2.000E+01	0.000000	1.320003	2.000E+01	
1.500	1.364580	6.030E+00	0.000E+00	1.970E+01	0.000000	1.319990	1.970E+01	
1.501	1.364520	6.040E+00	0.000E+00	1.950E+01	0.000000	1.319993	1.950E+01	
1.502	1.365020	6.030E+00	0.000E+00	1.920E+01	0.000000	1.319996	1.920E+01	
1.503	1.365000	6.010E+00	0.000E+00	1.900E+01	0.000000	1.319999	1.900E+01	
1.504	1.365190	5.990E+00	0.000E+00	1.870E+01	0.000000	1.320002	1.870E+01	
1.505	1.365700	5.990E+00	0.000E+00	1.850E+01	0.000000	1.320005	1.850E+01	
1.506	1.365640	5.980E+00	0.000E+00	1.830E+01	0.000000	1.320008	1.830E+01	
1.507	1.366040	5.970E+00	0.000E+00	1.800E+01	0.000000	1.320011	1.800E+01	
1.508	1.365730	5.970E+00	0.000E+00	1.780E+01	0.000000	1.320014	1.780E+01	
1.509	1.366160	5.970E+00	0.000E+00	1.760E+01	0.000000	1.320017	1.760E+01	
1.510	1.366520	5.950E+00	0.000E+00	1.730E+01	0.000000	1.320020	1.730E+01	
1.511	1.366660	5.950E+00	0.000E+00	1.710E+01	0.000000	1.319999	1.710E+01	
1.512	1.367050	5.940E+00	0.000E+00	1.690E+01	0.000000	1.319978	1.690E+01	
1.513	1.366640	5.930E+00	0.000E+00	1.670E+01	0.000000	1.319957	1.670E+01	
1.514	1.366920	5.930E+00	0.000E+00	1.650E+01	0.000000	1.319936	1.650E+01	
1.515	1.367340	5.930E+00	0.000E+00	1.620E+01	0.000000	1.319915	1.620E+01	
1.516	1.367270	5.910E+00	0.000E+00	1.610E+01	0.000000	1.319894	1.610E+01	
1.517	1.368000	5.900E+00	0.000E+00	1.580E+01	0.000000	1.319873	1.580E+01	
1.518	1.368600	5.880E+00	0.000E+00	1.560E+01	0.000000	1.319852	1.560E+01	
1.519	1.368650	5.880E+00	0.000E+00	1.540E+01	0.000000	1.319831	1.540E+01	
1.520	1.368910	5.880E+00	0.000E+00	1.520E+01	0.000000	1.319810	1.520E+01	
1.521	1.369270	5.860E+00	0.000E+00	1.500E+01	0.000000	1.319763	1.500E+01	
1.522	1.369000	5.840E+00	0.000E+00	1.490E+01	0.000000	1.319716	1.490E+01	
1.523	1.369380	5.830E+00	0.000E+00	1.470E+01	0.000000	1.319669	1.470E+01	
1.524	1.369760	5.820E+00	0.000E+00	1.450E+01	0.000000	1.319622	1.450E+01	
1.525	1.369510	5.810E+00	0.000E+00	1.430E+01	0.000000	1.319575	1.430E+01	
1.526	1.369670	5.800E+00	0.000E+00	1.410E+01	0.000000	1.319528	1.410E+01	
1.527	1.369780	5.790E+00	0.000E+00	1.390E+01	0.000000	1.319481	1.390E+01	
1.528	1.369630	5.780E+00	0.000E+00	1.380E+01	0.000000	1.319434	1.380E+01	
1.529	1.369810	5.780E+00	0.000E+00	1.360E+01	0.000000	1.319387	1.360E+01	
1.530	1.370020	5.780E+00	0.000E+00	1.350E+01	0.000000	1.319340	1.350E+01	
1.531	1.370580	5.770E+00	0.000E+00	1.330E+01	0.000000	1.319306	1.330E+01	
1.532	1.370510	5.760E+00	0.000E+00	1.320E+01	0.000000	1.319272	1.320E+01	
1.533	1.370860	5.770E+00	0.000E+00	1.300E+01	0.000000	1.319238	1.300E+01	
1.534	1.371180	5.760E+00	0.000E+00	1.280E+01	0.000000	1.319204	1.280E+01	
1.535	1.371710	5.760E+00	0.000E+00	1.270E+01	0.000000	1.319170	1.270E+01	
1.536	1.371780	5.740E+00	0.000E+00	1.250E+01	0.000000	1.319136	1.250E+01	
1.537	1.372090	5.740E+00	0.000E+00	1.240E+01	0.000000	1.319102	1.240E+01	
1.538	1.372120	5.760E+00	0.000E+00	1.220E+01	0.000000	1.319068	1.220E+01	
1.539	1.372420	5.760E+00	0.000E+00	1.210E+01	0.000000	1.319034	1.210E+01	
1.540	1.372340	5.750E+00	0.000E+00	1.190E+01	0.000000	1.319000	1.190E+01	
1.541	1.372150	5.750E+00	0.000E+00	1.180E+01	0.000000	1.318999	1.180E+01	
1.542	1.372310	5.750E+00	0.000E+00	1.170E+01	0.000000	1.318998	1.170E+01	
1.543	1.372350	5.750E+00	0.000E+00	1.150E+01	0.000000	1.318997	1.150E+01	
1.544	1.372550	5.740E+00	0.000E+00	1.140E+01	0.000000	1.318996	1.140E+01	
1.545	1.372340	5.740E+00	0.000E+00	1.130E+01	0.000000	1.318995	1.130E+01	
1.546	1.372290	5.750E+00	0.000E+00	1.110E+01	0.000000	1.318994	1.110E+01	
1.547	1.372680	5.740E+00	0.000E+00	1.100E+01	0.000000	1.318993	1.100E+01	
1.548	1.372900	5.740E+00	0.000E+00	1.090E+01	0.000000	1.318992	1.090E+01	
1.549	1.373040	5.740E+00	0.000E+00	1.080E+01	0.000000	1.318991	1.080E+01	
1.550	1.373020	5.730E+00	0.000E+00	1.060E+01	0.000000	1.318990	1.060E+01	
1.551	1.373050	5.730E+00	0.000E+00	1.050E+01	0.000000	1.318992	1.050E+01	
1.552	1.373100	5.730E+00	0.000E+00	1.040E+01	0.000000	1.318994	1.040E+01	
1.553	1.373400	5.720E+00	0.000E+00	1.030E+01	0.000000	1.318996	1.030E+01	
1.554	1.373460	5.720E+00	0.000E+00	1.020E+01	0.000000	1.318998	1.020E+01	
1.555	1.373620	5.720E+00	0.000E+00	1.010E+01	0.000000	1.319000	1.010E+01	
1.556	1.373710	5.700E+00	0.000E+00	1.000E+01	0.000000	1.319002	1.000E+01	
1.557	1.373800	5.690E+00	0.000E+00	9.910E+00	0.000000	1.319004	9.910E+00	
1.558	1.373560	5.700E+00	0.000E+00	9.840E+00	0.000000	1.319006	9.840E+00	
1.559	1.373470	5.700E+00	0.000E+00	9.750E+00	0.000000	1.319008	9.750E+00	
1.560	1.373450	5.710E+00	0.000E+00	9.660E+00	0.000000	1.319010	9.660E+00	
1.561	1.373530	5.730E+00	0.000E+00	9.560E+00	0.000000	1.318983	9.560E+00	
1.562	1.373610	5.730E+00	0.000E+00	9.480E+00	0.000000	1.318956	9.480E+00	
1.563	1.373800	5.740E+00	0.000E+00	9.380E+00	0.000000	1.318929	9.380E+00	
1.564	1.373750	5.740E+00	0.000E+00	9.300E+00	0.000000	1.318902	9.300E+00	
1.565	1.373860	5.750E+00	0.000E+00	9.200E+00	0.000000	1.318875	9.200E+00	
1.566	1.373620	5.750E+00	0.000E+00	9.130E+00	0.000000	1.318848	9.130E+00	
1.567	1.373670	5.740E+00	0.000E+00	9.050E+00	0.000000	1.318821	9.050E+00	
1.568	1.373550	5.750E+00	0.000E+00	8.980E+00	0.000000	1.318794	8.980E+00	
1.569	1.373540	5.750E+00	0.000E+00	8.900E+00	0.000000	1.318767	8.900E+00	
1.570	1.373520	5.750E+00	0.000E+00	8.820E+00	0.000000	1.318740	8.820E+00	
1.571	1.373440	5.750E+00	0.000E+00	8.740E+00	0.000000	1.318694	8.740E+00	
1.572	1.373380	5.750E+00	0.000E+00	8.660E+00	0.000000	1.318648	8.660E+00	
1.573	1.373450	5.740E+00	0.000E+00	8.590E+00	0.000000	1.318602	8.590E+00	
1.574	1.373540	5.740E+00	0.000E+00	8.510E+00	0.000000	1.318556	8.510E+00	
1.575	1.373240	5.750E+00	0.000E+00	8.450E+00	0.000000	1.318510	8.450E+00	
1.576	1.373300	5.740E+00	0.000E+00	8.360E+00	0.000000	1.318464	8.360E+00	
1.577	1.373180	5.760E+00	0.000E+00	8.300E+00	0.000000	1.318418	8.300E+00	
1.578	1.373190	5.750E+00	0.000E+00	8.230E+00	0.000000	1.318372	8.230E+00	
1.579	1.373460	5.750E+00	0.000E+00	8.160E+00	0.000000	1.318326	8.160E+00	
1.580	1.373600	5.750E+00	0.000E+00	8.100E+00	0.000000	1.318280	8.100E+00	
1.581	1.373930	5.730E+00	0.000E+00	8.040E+00	0.000000	1.318250	8.040E+00	
1.582	1.374170	5.740E+00	0.000E+00	7.960E+00	0.000000	1.318220	7.960E+00	
1.583	1.374120	5.720E+00	0.000E+00	7.890E+00	0.000000	1.318190	7.890E+00	
1.584	1.373800	5.730E+00	0.000E+00	7.830E+00	0.000000	1.318160	7.830E+00	
1.585	1.373720	5.710E+00	0.000E+00	7.770E+00	0.000000	1.318130	7.770E+00	
1.586	1.373690	5.700E+00	0.000E+00	7.710E+00	0.000000	1.318100	7.710E+00	
1.587	1.373650	5.700E+00	0.000E+00	7.650E+00	0.000000	1.318070	7.650E+00	
1.588	1.373520	5.700E+00	0.000E+00	7.610E+00	0.000000	1.318040	7.610E+00	
1.589	1.373700	5.690E+00	0.000E+00	7.550E+00	0.000000	1.318010	7.550E+00	
1.590	1.373800	5.690E+00	0.000E+00	7.490E+00	0.000000	1.317980	7.490E+00	
1.591	1.374110	5.670E+00	0.000E+00	7.430E+00	0.000000	1.317978	7.430E+00	
1.592	1.374310	5.660E+00	0.000E+00	7.370E+00	0.000000	1.317976	7.370E+00	
1.593	1.374450	5.630E+00	0.000E+00	7.310E+00	0.000000	1.317974	7.310E+00	
1.594	1.374450	5.610E+00	0.000E+00	7.250E+00	0.000000	1.317972	7.250E+00	
1.595	1.374320	5.590E+00	0.000E+00	7.200E+00	0.000000	1.317970	7.200E+00	
1.596	1.374020	5.590E+00	0.000E+00	7.160E+00	0.000000	1.317968	7.160E+00	
1.597	1.374050	5.560E+00	0.000E+00	7.120E+00	0.000000	1.317966	7.120E+00	
1.598	1.374070	5.550E+00	0.000E+00	7.080E+00	0.000000	1.317964	7.080E+00	
1.599	1.374120	5.530E+00	0.000E+00	7.040E+00	0.000000	1.317962	7.040E+00	
1.600	1.374190	5.520E+00	0.000E+00	6.990E+00	0.000000	1.317960	6.990E+00	
1.601	1.374210	5.510E+00	0.000E+00	6.940E+00	0.000000	1.317964	6.940E+00	
1.602	1.374130	5.490E+00	0.000E+00	6.910E+00	0.000000	1.317968	6.910E+00	
1.603	1.374330	5.460E+00	0.000E+00	6.860E+00	0.000000	1.317972	6.860E+00	
1.604	1.374290	5.450E+00	0.000E+00	6.830E+00	0.000000	1.317976	6.830E+00	
1.605	1.374340	5.440E+00	0.000E+00	6.780E+00	0.000000	1.317980	6.780E+00	
1.606	1.374170	5.430E+00	0.000E+00	6.740E+00	0.000000	1.317984	6.740E+00	
1.607	1.374140	5.410E+00	0.000E+00	6.710E+00	0.000000	1.317988	6.710E+00	
1.608	1.374010	5.390E+00	0.000E+00	6.700E+00	0.000000	1.317992	6.700E+00	
1.609	1.374050	5.380E+00	0.000E+00	6.650E+00	0.000000	1.317996	6.650E+00	
1.610	1.373820	5.380E+00	0.000E+00	6.630E+00	0.000000	1.318000	6.630E+00	
1.611	1.373650	5.360E+00	0.000E+00	6.600E+00	0.000000	1.317982	6.600E+00	
1.612	1.373410	5.350E+00	0.000E+00	6.570E+00	0.000000	1.317964	6.570E+00	
1.613	1.373300	5.330E+00	0.000E+00	6.530E+00	0.000000	1.317946	6.530E+00	
1.614	1.373100	5.320E+00	0.000E+00	6.500E+00	0.000000	1.317928	6.500E+00	
1.615	1.373040	5.300E+00	0.000E+00	6.470E+00	0.000000	1.317910	6.470E+00	
1.616	1.373010	5.290E+00	0.000E+00	6.450E+00	0.000000	1.317892	6.450E+00	
1.617	1.373080	5.280E+00	0.000E+00	6.420E+00	0.000000	1.317874	6.420E+00	
1.618	1.373060	5.270E+00	0.000E+00	6.400E+00	0.000000	1.317856	6.400E+00	
1.619	1.373250	5.260E+00	0.000E+00	6.360E+00	0.000000	1.317838	6.360E+00	
1.620	1.373100	5.250E+00	0.000E+00	6.350E+00	0.000000	1.317820	6.350E+00	
1.621	1.373050	5.250E+00	0.000E+00	6.310E+00	0.000000	1.317780	6.310E+00	
1.622	1.372890	5.230E+00	0.000E+00	6.280E+00	0.000000	1.317740	6.280E+00	
1.623	1.372770	5.220E+00	0.000E+00	6.250E+00	0.000000	1.317700	6.250E+00	
1.624	1.372710	5.210E+00	0.000E+00	6.210E+00	0.000000	1.317660	6.210E+00	
1.625	1.372610	5.200E+00	0.000E+00	6.190E+00	0.000000	1.317620	6.190E+00	
1.626	1.372500	5.210E+00	0.000E+00	6.160E+00	0.000000	1.317580	6.160E+00	
1.627	1.372610	5.200E+00	0.000E+00	6.130E+00	0.000000	1.317540	6.130E+00	
1.628	1.372480	5.190E+00	0.000E+00	6.120E+00	0.000000	1.317500	6.120E+00	
1.629	1.372640	5.190E+00	0.000E+00	6.090E+00	0.000000	1.317460	6.090E+00	
1.630	1.372580	5.180E+00	0.000E+00	6.080E+00	0.000000	1.317420	6.080E+00	
1.631	1.372410	5.180E+00	0.000E+00	6.050E+00	0.000000	1.317374	6.050E+00	
1.632	1.371960	5.180E+00	0.000E+00	6.050E+00	0.000000	1.317328	6.050E+00	
1.633	1.371850	5.170E+00	0.000E+00	6.020E+00	0.000000	1.317282	6.020E+00	
1.634	1.371610	5.150E+00	0.000E+00	6.000E+00	0.000000	1.317236	6.000E+00	
1.635	1.371520	5.140E+00	0.000E+00	5.980E+00	0.000000	1.317190	5.980E+00	
